Age,Credit_Score,Loan_Type,Gender,Marital_Status,Annual_Income_INR,Loan_Term_Months,Loan_Approved
59,387,gold,other,married,213944,185,0
29,883,vehicle,male,divorced,2453708,199,0
20,841,education,male,married,1786629,126,0
62,608,personal,male,divorced,2260687,196,0
35,642,vehicle,other,single,508113,140,0
57,735,personal,male,single,2576624,230,0
38,476,business,male,divorced,591578,58,0
32,438,gold,male,divorced,546624,119,0
50,493,business,other,married,567046,239,0
52,485,vehicle,female,single,1858029,11,0
43,517,education,female,married,1046358,140,0
25,463,personal,other,divorced,1848841,177,0
53,460,gold,female,married,179870,23,0
47,824,business,male,married,2281518,59,1
40,341,vehicle,male,divorced,2320988,132,0
59,509,business,other,single,606634,162,0
61,574,personal,other,married,192814,216,0
31,578,personal,female,divorced,1495005,30,0
31,550,education,female,married,2948559,68,0
19,609,gold,male,divorced,1924190,201,0
54,439,home,other,divorced,2156688,120,0
22,845,business,female,divorced,2698230,146,1
55,829,personal,female,single,2293834,165,1
62,356,vehicle,male,single,2354651,160,0
58,411,business,male,divorced,2828958,56,0
64,304,education,male,single,2776975,167,0
31,709,education,male,married,1258202,33,1
56,713,personal,female,single,1524910,78,1
42,481,personal,other,single,1618364,77,0
37,312,personal,other,married,819050,90,0
19,638,home,male,married,2473356,115,0
56,558,personal,male,married,2785000,35,0
23,389,business,female,divorced,1343861,226,0
34,549,business,male,married,2811050,14,0
42,554,gold,other,married,292848,146,0
45,887,vehicle,male,married,1328512,87,1
19,407,personal,other,divorced,1364957,69,0
52,893,business,male,single,1705834,43,1
54,888,business,male,divorced,1640326,124,1
22,784,business,other,single,2765528,27,1
18,557,home,female,married,553251,164,0
57,581,vehicle,female,divorced,111683,104,0
29,387,education,male,divorced,987063,175,0
53,503,business,male,single,1866184,195,0
62,315,personal,other,divorced,2423760,111,0
40,450,business,other,divorced,587889,69,0
64,553,vehicle,male,single,1903043,207,0
48,487,education,other,divorced,2766761,14,0
28,628,home,female,divorced,425709,131,0
27,843,gold,female,married,744742,100,1
20,696,personal,other,married,1135915,177,0
31,816,gold,other,married,2896373,196,0
33,758,home,other,married,706383,173,1
27,629,vehicle,female,married,1649732,93,0
46,468,vehicle,male,divorced,800323,174,0
27,665,home,other,divorced,2661595,118,1
29,477,business,other,married,1152108,77,0
47,661,home,other,single,214527,55,0
58,339,personal,male,married,2611101,153,0
18,715,education,other,divorced,1494183,86,0
22,654,gold,other,single,2980390,225,0
37,554,gold,female,married,2669386,203,0
25,442,vehicle,other,single,1371865,175,0
60,876,business,female,married,103413,38,0
29,310,vehicle,male,divorced,1679949,225,0
18,325,personal,other,married,2880449,68,0
37,720,home,other,single,120563,190,0
45,520,gold,female,divorced,1616660,198,0
60,795,personal,male,married,399719,110,1
54,536,vehicle,male,married,2456757,185,0
64,536,vehicle,female,married,1155962,104,0
54,518,gold,male,married,1248820,221,0
29,786,vehicle,male,divorced,2256302,11,1
54,760,business,male,divorced,1640752,140,1
61,443,vehicle,male,married,1314919,14,0
45,488,education,male,divorced,2902322,106,0
64,554,home,male,single,700854,66,0
32,367,vehicle,male,divorced,244210,213,0
23,635,education,male,single,1278125,167,0
61,708,personal,other,single,1327017,168,0
37,599,vehicle,female,divorced,1295294,104,0
31,656,business,male,married,438325,153,1
19,555,personal,female,divorced,1949636,63,0
26,652,vehicle,male,single,2058942,220,0
54,820,gold,male,single,885578,65,1
37,823,education,other,divorced,2547564,239,0
43,583,education,female,single,1357379,187,0
46,611,gold,female,divorced,514787,40,0
18,398,home,other,divorced,396630,52,0
52,496,business,other,married,319508,51,0
23,781,education,female,single,685923,92,1
54,525,personal,male,divorced,2328349,9,0
22,664,business,male,single,2245966,15,1
50,667,education,female,divorced,747429,112,1
31,869,home,male,divorced,1036822,80,1
29,889,personal,other,married,162363,45,0
59,374,business,other,divorced,2170301,132,0
37,341,personal,other,married,2240314,188,0
41,721,gold,female,single,347364,124,1
60,480,vehicle,female,married,751371,78,0
51,844,gold,female,married,631878,45,1
42,370,business,male,single,2494146,209,0
46,867,vehicle,female,married,505350,214,0
56,404,gold,female,married,492235,101,0
48,499,vehicle,other,divorced,911662,28,0
64,400,education,male,married,2998642,148,0
60,606,personal,male,divorced,1228413,120,0
40,885,vehicle,other,married,2450055,225,0
61,676,education,male,single,821180,121,0
55,698,home,female,single,1449054,235,0
37,520,gold,male,married,2240677,138,0
40,894,home,other,divorced,226681,173,0
62,481,business,male,married,2172602,151,0
33,606,education,other,divorced,1757058,26,0
59,821,home,female,married,2880955,212,0
25,695,home,female,single,890404,8,1
38,303,education,other,single,2262088,51,0
18,580,personal,female,divorced,2145295,95,0
25,514,vehicle,female,married,209877,84,0
46,719,business,male,divorced,391663,132,1
49,400,business,female,single,2561713,58,0
55,820,gold,other,divorced,2163564,153,1
22,872,vehicle,female,married,573130,192,0
64,608,gold,male,divorced,386876,26,0
39,809,business,other,married,773033,95,1
64,362,vehicle,female,married,175909,238,0
51,525,home,female,single,348271,220,0
18,404,personal,female,married,1154296,118,0
43,724,home,other,married,1002275,56,1
60,554,personal,male,married,2249092,158,0
27,728,education,other,divorced,696050,73,1
47,733,gold,other,single,1348160,121,1
35,506,gold,male,divorced,2366243,143,0
34,327,education,other,divorced,595019,219,0
43,635,vehicle,other,single,709121,200,0
25,887,education,female,divorced,2082667,88,1
64,368,business,other,divorced,2026479,100,0
57,812,education,female,married,2030177,142,1
29,466,personal,other,divorced,2859483,34,0
44,667,business,female,single,568259,170,1
25,550,education,female,divorced,882277,115,0
42,469,gold,female,married,1043228,76,0
63,389,home,male,divorced,2013702,43,0
21,860,personal,other,single,1926550,221,0
50,745,personal,other,married,977742,132,1
18,593,vehicle,other,divorced,679443,77,0
36,449,home,male,single,1277067,231,0
48,431,personal,female,single,766468,64,0
33,732,education,other,divorced,2799053,190,0
31,358,personal,male,divorced,1087215,223,0
22,498,personal,male,married,156938,193,0
58,514,personal,other,divorced,725451,33,0
43,860,vehicle,female,married,328861,161,1
45,771,personal,male,divorced,642039,51,1
19,546,personal,other,single,2398970,76,0
23,681,vehicle,female,single,1443110,200,0
26,538,business,male,single,2560509,219,0
50,666,home,male,single,2305864,188,0
58,467,business,other,married,160403,43,0
42,859,gold,other,single,913291,122,1
30,350,vehicle,female,married,1622251,113,0
26,679,vehicle,other,married,723412,151,1
30,773,personal,other,married,750228,209,0
48,379,personal,female,divorced,913532,100,0
58,666,gold,other,married,1631414,68,1
28,760,personal,female,divorced,1866220,108,1
21,838,education,female,married,553192,10,1
51,751,personal,female,divorced,1057527,177,1
55,763,personal,other,divorced,540925,238,0
63,777,education,female,single,1532512,162,0
21,719,gold,other,married,1902043,112,1
55,513,education,female,divorced,1618345,233,0
36,668,vehicle,other,single,1465244,147,1
23,413,education,female,married,1775621,63,0
51,802,home,male,single,709337,177,1
35,887,vehicle,male,divorced,2766414,151,1
30,610,personal,male,single,2374702,12,0
58,768,vehicle,female,single,940200,92,1
40,343,gold,other,married,1884332,102,0
36,714,gold,female,divorced,1983552,195,0
62,545,education,female,married,2193448,50,0
28,383,vehicle,female,married,2084130,21,0
18,506,personal,female,single,598909,69,0
41,450,gold,other,divorced,2872296,42,0
24,827,business,female,married,2274830,158,1
42,464,personal,male,divorced,1460855,14,0
38,444,business,male,married,1173734,188,0
32,336,home,male,single,171587,161,0
18,632,business,female,married,1021619,142,0
29,702,gold,other,married,1102064,145,1
24,713,education,other,married,159317,151,0
32,344,home,other,divorced,925787,224,0
38,701,vehicle,female,single,798735,95,1
36,505,personal,other,divorced,1654026,189,0
46,361,gold,male,married,2140696,223,0
42,719,home,other,single,822779,79,1
50,767,home,female,divorced,1874293,191,0
49,318,gold,female,married,2205490,130,0
52,664,vehicle,other,single,364621,214,0
61,599,vehicle,female,single,834031,56,0
55,306,education,other,married,2501719,37,0
43,727,business,other,single,2535269,93,1
28,416,vehicle,male,single,2114180,181,0
52,879,education,female,divorced,1092542,141,1
25,806,business,male,single,1964244,163,1
63,845,home,female,divorced,2328592,31,0
31,624,gold,other,divorced,912271,157,0
27,354,vehicle,female,divorced,1790401,160,0
19,341,education,other,divorced,2833342,212,0
63,596,home,female,single,987483,225,0
26,530,vehicle,male,single,2139178,208,0
20,752,personal,male,divorced,631427,172,0
38,693,home,other,single,2879653,71,1
43,821,vehicle,male,divorced,2567610,184,0
25,657,home,other,divorced,2523558,78,1
19,743,gold,other,divorced,1810640,55,0
23,427,gold,other,married,1946983,50,0
45,704,gold,female,single,1656539,92,1
46,691,business,other,single,2282136,38,1
43,492,personal,male,divorced,2809806,24,0
42,377,gold,female,single,1325971,146,0
29,384,personal,male,divorced,1434646,211,0
22,329,gold,other,single,196538,229,0
51,348,business,other,divorced,2310269,118,0
54,444,home,male,divorced,2996917,27,0
32,368,vehicle,female,married,2476238,153,0
61,357,vehicle,male,divorced,2932732,102,0
53,873,gold,other,married,2157704,10,1
32,778,vehicle,female,single,2088527,131,1
60,744,gold,other,single,622894,217,0
40,595,gold,other,married,314062,83,0
23,470,education,male,single,2132666,224,0
63,874,education,other,married,1103462,223,0
61,446,education,male,single,1229868,165,0
60,783,personal,female,married,2922070,35,1
62,605,education,other,married,2238256,96,0
38,745,gold,other,divorced,2199786,159,1
40,520,business,female,single,2917722,87,0
60,854,business,male,divorced,848041,220,0
33,677,home,other,married,369432,93,1
64,565,education,female,divorced,2402752,137,0
32,394,business,other,married,2224157,110,0
42,561,education,male,single,872871,72,0
53,370,home,male,single,411968,123,0
28,518,business,male,single,439846,176,0
32,832,gold,male,married,2421825,35,1
21,391,personal,female,divorced,2643942,116,0
38,426,education,other,single,1690662,149,0
30,379,business,female,married,553928,204,0
39,537,business,male,divorced,2881813,44,0
36,671,home,male,married,2776707,91,1
51,785,gold,male,married,2200998,46,1
31,324,vehicle,male,single,163571,36,0
21,455,business,other,married,1949489,182,0
63,816,personal,male,married,2322060,146,0
44,829,home,other,divorced,1715018,238,0
46,356,business,male,single,282248,174,0
64,318,business,other,married,2326599,226,0
45,683,home,other,married,1917236,161,1
52,492,home,male,divorced,1680912,132,0
25,536,education,female,married,1175962,69,0
33,686,business,female,married,2826234,122,1
59,725,vehicle,female,married,1041357,24,1
53,576,personal,female,married,2123770,220,0
47,526,gold,female,married,1296439,116,0
35,851,gold,male,divorced,1583365,119,1
19,622,vehicle,male,married,1450619,205,0
30,452,home,male,married,1763081,30,0
21,536,home,male,married,344985,171,0
43,354,home,male,married,210295,126,0
42,735,business,male,single,2771085,235,0
47,408,home,other,single,492435,104,0
28,483,home,other,single,2594236,95,0
24,667,business,male,single,1455014,8,1
48,497,business,male,divorced,962028,135,0
61,670,vehicle,other,single,498649,10,0
27,672,education,other,divorced,511038,194,0
56,796,business,male,single,1706984,25,1
30,898,personal,other,divorced,1844940,209,0
48,500,home,female,single,2218446,43,0
24,808,education,female,married,1232876,213,0
59,621,gold,female,single,301168,106,0
59,574,vehicle,other,single,968551,133,0
53,510,education,male,single,967528,107,0
37,803,business,male,married,759784,41,1
21,417,home,male,divorced,140615,179,0
24,853,home,other,divorced,1175439,226,0
18,341,home,other,married,2824541,104,0
61,614,education,female,single,1500166,118,0
62,628,home,other,single,736901,42,0
59,316,business,female,single,581156,59,0
64,582,education,female,divorced,217456,154,0
30,557,home,male,divorced,266247,154,0
39,874,gold,other,married,688160,97,1
38,873,gold,male,married,1086831,75,1
39,318,personal,male,divorced,283517,89,0
45,828,home,other,single,1200574,193,0
26,722,home,other,single,2516290,169,1
43,765,education,female,single,2380687,210,0
26,672,education,female,single,159895,237,0
32,380,home,female,married,1092669,16,0
27,850,personal,female,married,2743430,93,1
41,847,home,male,divorced,1584372,216,0
59,723,business,male,married,1943681,92,1
25,728,education,other,single,269271,36,0
41,687,home,female,divorced,1442907,106,1
33,503,education,female,married,2660282,170,0
43,495,home,female,married,807647,65,0
44,584,vehicle,male,married,2503076,66,0
54,495,education,other,married,1253370,72,0
21,606,personal,male,married,1912803,231,0
41,313,vehicle,other,single,1230734,162,0
36,445,business,other,single,2899952,200,0
53,356,home,male,single,1192886,84,0
56,509,business,male,married,1385472,76,0
27,828,education,other,divorced,1716817,72,1
42,643,vehicle,male,single,1415707,133,0
35,578,business,male,single,2944110,116,0
36,508,personal,other,married,2898029,21,0
53,634,education,other,divorced,656744,50,0
27,587,vehicle,female,single,1791627,39,0
50,551,business,male,single,2652605,217,0
22,564,vehicle,other,divorced,2943356,49,0
64,570,vehicle,male,married,1233974,122,0
52,718,business,male,divorced,2401430,130,1
61,510,gold,other,married,741471,108,0
51,664,home,female,single,2549078,230,0
50,375,education,other,divorced,1702545,211,0
38,620,education,other,divorced,2991907,125,0
34,732,education,male,single,196123,175,0
39,408,vehicle,female,single,1239930,40,0
54,821,business,other,married,554048,131,1
32,346,home,male,single,1304895,80,0
52,678,personal,other,single,1509528,89,1
45,395,education,male,divorced,1647563,163,0
24,402,business,other,married,1363724,58,0
49,445,home,female,single,370628,63,0
28,326,home,other,divorced,2358906,161,0
27,829,gold,male,single,1743323,148,1
26,381,business,other,single,227162,171,0
31,727,education,female,single,443600,55,1
30,883,vehicle,female,single,2109343,146,1
42,778,home,female,married,1825874,116,1
19,461,home,female,divorced,2776330,168,0
52,701,personal,male,divorced,2734759,116,1
24,807,gold,other,single,2707851,157,1
